Grattan_record	Symbol	Company	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Production date	               Employment Construction	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Cost_estimate	Lucille_Ownership	Record_date	Cost_estimate_real	Final_status_historical
5327.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Elvire River and Palm Creek	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2003-12-01	101152815.01340483	Completed
5327.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Elvire River and Palm Creek	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2004-03-01	98640522.875817	Completed
5327.0	^	WA Main Roads	Great Northern Hwy: Bridges at Elvire River and Palm Creek	Early 2004 	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2004-06-01	96496163.68286444	Completed
5327.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Elvire River and Palm Creek	Early 2004 	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2004-09-01	95037783.37531486	Completed
5327.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Elvire River and Palm Creek	Early 2004 	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2004-12-01	93045622.68803947	Completed
5327.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Elvire River and Palm Creek	NA	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	Early 2004 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2005-03-01	91355932.20338984	Completed
5328.0	*	WA Main Roads	Great Northern Hwy: Ord River Bridge	Mid 2002	Mid 2003	Committed	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-06-01	157833089.31185946	Completed
5328.0	^	WA Main Roads	Great Northern Hwy: Ord River Bridge	Mid 2002	Mid 2003	Under construction	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-09-01	156458635.7039187	Completed
5328.0	NA	WA Main Roads	Great Northern Hwy: Ord River Bridge	Mid 2002	Mid 2003	Under construction	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-12-01	155331412.10374638	Completed
5328.0	NA	WA Main Roads	Great Northern Hwy: Ord River Bridge	Mid 2002	Mid 2003	Under construction	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-03-01	152907801.41843972	Completed
5329.0	*	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2002-06-01	252532942.89897513	Completed
5329.0	^	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2002-09-01	250333817.12626994	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2002-12-01	248530259.36599422	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2003-03-01	244652482.26950353	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	796.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2003-06-01	238891966.75900277	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	809.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2003-09-01	234029850.74626866	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2003-12-01	231206434.31635392	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2004-03-01	225464052.2875817	Completed
5329.0	~	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2004-06-01	482480818.41432226	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2004-09-01	475188916.8765743	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2004-12-01	465228113.44019735	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2005-03-01	456779661.0169492	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	683.0	Jun 2005	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2005-06-01	451856287.4251497	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	706.0	Sep 2005	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2005-09-01	447037914.6919431	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	717.0	Dec 2005	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2005-12-01	443360752.05640423	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	722.0	Mar 2006	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2006-03-01	439743589.74358976	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Jun 2006	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35e7	Public	2006-06-01	433678160.9195402	Completed
5329.0	~	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	760.0	Sep 2006	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47e7	Public	2006-09-01	577061503.4168565	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	1H 2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47e7	Public	2006-12-01	572497175.141243	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	1H 2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47e7	Public	2007-03-01	566733780.7606263	Completed
5329.0	~	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68e7	Public	2007-06-01	809094922.737307	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68e7	Public	2007-09-01	797649619.1512513	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	Mid 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68e7	Public	2007-12-01	786523605.1502146	Completed
5329.0	NA	WA Main Roads	Great Northern Hwy: Roe wy to Muchea	Mid 2002	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	68e7	Public	2008-03-01	772434141.2012645	Completed
5331.0	*	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2002-06-01	173616398.2430454	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2002-09-01	172104499.2743106	Completed
5331.0	^	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2002-12-01	170864553.31412104	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2003-03-01	168198581.5602837	Completed
5331.0	~^	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	796.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2003-06-01	164238227.1468144	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	809.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2003-09-01	160895522.3880597	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2003-12-01	158954423.5924933	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2004-03-01	155006535.94771242	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2004-06-01	151636828.64450127	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2004-09-01	149345088.16120905	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2004-12-01	146214549.93834773	Completed
5331.0	NA	WA Main Roads	Great Northern Hwy: Bridges at Upper Panton, Roses Yard, Fletcher's Creeks	NA	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2005-03-01	143559322.03389832	Completed
5334.0	*	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-06-01	157833089.31185946	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-09-01	156458635.7039187	Completed
5334.0	^	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-12-01	155331412.10374638	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-03-01	152907801.41843972	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	796.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2003-06-01	209030470.9141274	Completed
5334.0	^	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	809.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2003-09-01	204776119.40298507	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2003-12-01	202305630.02680966	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2004-03-01	197281045.751634	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2004-06-01	192992327.36572888	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2004-09-01	190075566.75062972	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2004-12-01	186091245.37607893	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2005-03-01	182711864.40677968	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	683.0	Jun 2005	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2005-06-01	180742514.97005987	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	706.0	Sep 2005	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2005-09-01	178815165.87677723	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	717.0	Dec 2005	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2005-12-01	177344300.8225617	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	722.0	Mar 2006	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2006-03-01	175897435.8974359	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Jun 2006	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2006-06-01	173471264.3678161	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	1H 2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2006-12-01	170531073.4463277	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	1H 2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2007-03-01	168814317.67337808	Completed
5334.0	~	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2007-06-01	237969094.92273733	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2007-09-01	234602829.16213274	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2007-12-01	231330472.10300428	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2008-03-01	227186512.11801895	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Jun 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2008-06-01	223651452.28215766	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Sep 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2008-09-01	22e7	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	882.0	Dec 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2008-12-01	220901639.3442623	Completed
5334.0	NA	WA Main Roads	Upgrade of Mowen Rd betwen Rosa Brook Rd and Nannup	2H 2003	NA	Under construction	Transport & Storage	Road	WA	NA	NA	885.0	Mar 2009	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	2e8	Public	2009-03-01	224116424.1164241	Completed
5335.0	*	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-06-01	205183016.10541728	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-09-01	203396226.41509432	Completed
5335.0	^	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-12-01	201930835.7348703	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-03-01	198780141.84397164	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	796.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-06-01	194099722.99168974	Completed
5335.0	^	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	809.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-09-01	190149253.73134327	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-12-01	187855227.88203755	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2004-03-01	183189542.48366013	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2004-06-01	179207161.1253197	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2004-09-01	176498740.55415615	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	2H 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2004-12-01	172799013.56350186	Completed
5335.0	NA	WA Main Roads	Muirs Rd: reconstruction between Nyamup and Strachan	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	2H 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2005-03-01	169661016.94915256	Completed
5337.0	*	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-06-01	157833089.31185946	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-09-01	156458635.7039187	Completed
