Grattan_record	Symbol	Company	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Production date	               Employment Construction	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Cost_estimate	Lucille_Ownership	Record_date	Cost_estimate_real	Final_status_historical
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	683.0	Jun 2005	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2005-06-01	206562874.251497	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	706.0	Sep 2005	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2005-09-01	204360189.5734597	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	717.0	Dec 2005	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2005-12-01	202679200.9400705	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	722.0	Mar 2006	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2006-03-01	201025641.02564102	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Jun 2006	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16e7	Public	2006-06-01	198252873.56321838	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2006-12-01	207073446.32768363	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2007-03-01	204988814.31767336	Completed
6863.0	~	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2007-06-01	428344370.86092716	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2007-09-01	422285092.49183893	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	Late 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2007-12-01	416394849.7854077	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	Late 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2008-03-01	408935721.81243414	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	Late 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Jun 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2008-06-01	402572614.1078838	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	Late 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Sep 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2008-09-01	396e6	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	Late 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	882.0	Dec 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2008-12-01	397622950.81967217	Completed
6863.0	NA	WA Main Roads 	Upgrade to Broome - Cape Leveque Rd	Late 2003	NA	Under construction	Transport & Storage	Road	WA	NA	NA	885.0	Mar 2009	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	36e7	Public	2009-03-01	403409563.4095634	Completed
6866.0	*	WA Main Roads	Upgrade of Tanami Road	Mid 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-06-01	137851662.40409207	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	Mid 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-09-01	135768261.9647355	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	Mid 2003	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-12-01	132922318.12577066	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2005-03-01	130508474.57627119	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	NA	End 2005	Under construction	Transport & Storage	Road	Western Australia	NA	NA	683.0	Jun 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2005-06-01	129101796.40718563	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	NA	End 2005	Under construction	Transport & Storage	Road	Western Australia	NA	NA	706.0	Sep 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2005-09-01	127725118.48341231	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	NA	End 2005	Under construction	Transport & Storage	Road	Western Australia	NA	NA	717.0	Dec 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2005-12-01	126674500.58754407	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	NA	End 2005	Under construction	Transport & Storage	Road	Western Australia	NA	NA	722.0	Mar 2006	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2006-03-01	125641025.64102565	Completed
6866.0	NA	WA Main Roads	Upgrade of Tanami Road	NA	End 2005	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Jun 2006	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2006-06-01	123908045.97701149	Completed
6866.0	~	WA Main Roads	Upgrade of Tanami Road	NA	2009/ 10	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2006-12-01	121807909.60451977	Completed
